ORDERNUMBER,PRODUCTCODE,ORDERDATE,QUANTITYORDERED,PRICEEACH,SALES
10161,S18_1589,2018-10-17,43,143.11,6153.7300000000005
10172,S18_1589,2018-11-05,42,118.22,4965.24
10181,S18_1589,2018-11-12,42,129.42,5435.639999999999
10192,S18_1589,2018-11-20,29,146.84,4258.36
10204,S18_1589,2018-12-02,40,100.8,4032.0
10212,S18_1589,2019-01-16,38,118.22,4492.36
10226,S18_1589,2019-02-26,38,109.51,4161.38
10241,S18_1589,2019-04-13,21,119.46,2508.66
10253,S18_1589,2019-06-01,24,140.62,3374.88
10266,S18_1589,2019-07-06,36,144.35,5196.599999999999
10278,S18_1589,2019-08-06,23,113.24,2604.52
10288,S18_1589,2019-09-01,20,146.84,2936.8
10301,S18_1589,2018-10-05,32,107.02,3424.64
10311,S18_1589,2019-10-16,29,100.8,2923.2
10321,S18_1589,2019-11-04,44,102.04,4489.76
10331,S18_1589,2019-11-17,44,110.21,4849.24
10343,S18_1589,2019-11-24,36,162.47,5848.92
10367,S18_1589,2020-01-12,49,56.3,2758.7
10378,S18_1589,2020-02-10,34,42.64,1449.76
10407,S18_1589,2020-04-22,59,119.46,7048.139999999999
10419,S18_1589,2020-05-17,37,140.62,5202.9400000000005
10106,S18_1662,2018-02-17,36,146.65,5279.400000000001
10119,S18_1662,2018-04-28,43,160.84,6916.12
10131,S18_1662,2018-06-16,21,132.46,2781.6600000000003
10143,S18_1662,2018-08-10,32,164.0,5248.0
10155,S18_1662,2018-10-06,38,171.88,6531.44
10167,S18_1662,2018-10-23,43,134.04,5763.719999999999
10178,S18_1662,2018-11-08,42,154.54,6490.679999999999
10186,S18_1662,2018-11-14,32,187.65,6004.8
10198,S18_1662,2018-11-27,42,178.19,7483.98
10210,S18_1662,2019-01-12,31,184.5,5719.5
10222,S18_1662,2019-02-19,49,141.92,6954.079999999999
10250,S18_1662,2019-05-11,45,181.34,8160.3
10262,S18_1662,2019-06-24,49,134.04,6567.96
10274,S18_1662,2019-07-21,41,164.0,6724.0
10284,S18_1662,2019-08-21,45,127.73,5747.85
10296,S18_1662,2019-09-15,36,157.69,5676.84
10307,S18_1662,2019-10-14,39,189.23,7379.969999999999
10316,S18_1662,2019-11-01,27,137.19,3704.13
10327,S18_1662,2019-11-10,25,112.19,2804.75
10338,S18_1662,2019-11-22,41,137.19,5624.79
10351,S18_1662,2019-12-03,39,99.52,3881.28
10373,S18_1662,2020-01-31,28,57.55,1611.4
10386,S18_1662,2020-03-01,25,54.57,1364.25
10398,S18_1662,2020-03-30,33,127.73,4215.09
10400,S18_1662,2020-04-01,34,189.23,6433.82
10416,S18_1662,2020-05-10,24,181.34,4352.16
10100,S18_1749,2018-01-06,30,171.7,5151.0
10110,S18_1749,2018-03-18,42,144.5,6069.0
10124,S18_1749,2018-05-21,21,136.0,2856.0
10149,S18_1749,2018-09-12,34,158.1,5375.4
10173,S18_1749,2018-11-05,24,146.2,3508.8
10182,S18_1749,2018-11-12,44,171.7,7554.799999999999
10193,S18_1749,2018-11-21,21,149.6,3141.6
10204,S18_1749,2018-12-02,33,178.5,5890.5
10214,S18_1749,2019-01-26,30,198.9,5967.0
10227,S18_1749,2019-03-02,26,142.8,3712.8
10241,S18_1749,2019-04-13,41,185.3,7597.3
10280,S18_1749,2019-08-17,26,141.1,3668.6
10288,S18_1749,2019-09-01,32,183.6,5875.2
10302,S18_1749,2018-10-06,43,170.0,7310.0
10312,S18_1749,2019-10-21,48,168.3,8078.400000000001
10331,S18_1749,2019-11-17,44,74.04,3257.76
10344,S18_1749,2019-11-25,45,170.0,7650.0
10367,S18_1749,2020-01-12,37,127.13,4703.81
10379,S18_1749,2020-02-10,39,138.45,5399.549999999999
10407,S18_1749,2020-04-22,76,185.3,14082.8
10420,S18_1749,2020-05-29,37,142.8,5283.6
10108,S18_1889,2018-03-03,38,82.39,3130.82
10122,S18_1889,2018-05-08,43,72.38,3112.34
10135,S18_1889,2018-07-02,48,79.31,3806.88
10147,S18_1889,2018-09-05,26,82.39,2142.14
10170,S18_1889,2018-11-04,20,63.14,1262.8
10181,S18_1889,2018-11-12,22,73.92,1626.24
10192,S18_1889,2018-11-20,45,90.86,4088.7
10203,S18_1889,2018-12-02,45,85.47,3846.15
10212,S18_1889,2019-01-16,20,66.99,1339.8
10225,S18_1889,2019-02-22,47,64.68,3039.9600000000005
10239,S18_1889,2019-04-12,46,73.92,3400.32
10253,S18_1889,2019-06-01,23,83.93,1930.39
10266,S18_1889,2019-07-06,33,74.69,2464.77
10278,S18_1889,2019-08-06,29,90.86,2634.94
10287,S18_1889,2019-08-30,44,82.39,3625.16
10300,S18_1889,2018-10-04,41,92.4,3788.4
10310,S18_1889,2019-10-16,20,91.63,1832.6
10321,S18_1889,2019-11-04,37,78.54,2905.98
10329,S18_1889,2019-11-15,29,101.89,2954.81
10342,S18_1889,2019-11-24,55,65.45,3599.75
10363,S18_1889,2020-01-06,22,167.57,3686.54
10377,S18_1889,2020-02-09,31,67.76,2100.56
10389,S18_1889,2020-03-03,49,79.22,3881.78
10405,S18_1889,2020-04-14,61,73.92,4509.12
10419,S18_1889,2020-05-17,39,83.93,3273.2700000000004
10109,S18_1984,2018-03-10,38,116.65,4432.7
10122,S18_1984,2018-05-08,31,132.29,4100.99
10136,S18_1984,2018-07-04,36,146.52,5274.72
10148,S18_1984,2018-09-11,25,169.28,4232.0
10161,S18_1984,2018-10-17,48,128.03,6145.4400000000005
10171,S18_1984,2018-11-05,35,133.72,4680.2
10181,S18_1984,2018-11-12,21,156.48,3286.08
10192,S18_1984,2018-11-20,47,157.9,7421.3
10204,S18_1984,2018-12-02,38,169.28,6432.64
10212,S18_1984,2019-01-16,41,118.07,4840.87
10226,S18_1984,2019-02-26,24,162.17,3892.08
10240,S18_1984,2019-04-13,37,149.36,5526.320000000001
10253,S18_1984,2019-06-01,33,135.14,4459.62
10266,S18_1984,2019-07-06,49,126.6,6203.4
10278,S18_1984,2019-08-06,29,129.45,3754.05
10287,S18_1984,2019-08-30,24,146.52,3516.4800000000005
10301,S18_1984,2018-10-05,47,159.32,7488.04
10310,S18_1984,2019-10-16,24,143.67,3448.08
10321,S18_1984,2019-11-04,25,149.36,3734.000000000001
10331,S18_1984,2019-11-17,30,32.47,974.1
10342,S18_1984,2019-11-24,22,143.67,3160.74
10356,S18_1984,2019-12-09,27,64.69,1746.63
10366,S18_1984,2020-01-10,34,123.76,4207.84
10377,S18_1984,2020-02-09,36,120.91,4352.76
10390,S18_1984,2020-03-04,34,43.05,1463.6999999999998
10406,S18_1984,2020-04-15,48,149.36,7169.280000000001
10419,S18_1984,2020-05-17,34,135.14,4594.759999999999
10104,S18_2238,2018-01-31,24,144.08,3457.92
10115,S18_2238,2018-04-04,46,160.46,7381.160000000001
10127,S18_2238,2018-06-03,45,158.82,7146.9
10141,S18_2238,2018-08-01,39,152.27,5938.530000000001
10151,S18_2238,2018-09-21,43,165.37,7110.91
10165,S18_2238,2018-10-22,29,173.55,5032.950000000001
10176,S18_2238,2018-11-06,20,183.38,3667.6
10184,S18_2238,2018-11-14,46,160.46,7381.160000000001
10195,S18_2238,2018-11-25,27,189.93,5128.110000000001
10207,S18_2238,2018-12-09,44,160.46,7060.240000000001
10219,S18_2238,2019-02-10,43,196.48,8448.64
10230,S18_2238,2019-03-15,49,148.99,7300.51
10246,S18_2238,2019-05-05,40,163.73,6549.2
10259,S18_2238,2019-06-15,30,189.93,5697.900000000001
10271,S18_2238,2019-07-20,50,183.38,9169.0
10282,S18_2238,2019-08-20,23,140.81,3238.63
10292,S18_2238,2019-09-08,26,175.19,4554.94
10305,S18_2238,2019-10-13,27,145.72,3934.44
10314,S18_2238,2019-10-22,42,137.53,5776.26
10324,S18_2238,2019-11-05,47,153.35,7207.45
10336,S18_2238,2019-11-20,49,152.26,7460.74
10349,S18_2238,2019-12-01,38,176.83,6719.540000000001
10358,S18_2238,2019-12-10,20,121.4,2428.0
10371,S18_2238,2020-01-23,25,104.09,2602.25
10382,S18_2238,2020-02-17,25,88.0,2200.0
10412,S18_2238,2020-05-03,41,163.73,6712.929999999999
10425,S18_2238,2020-05-31,28,189.93,5318.04
10100,S18_2248,2018-01-06,50,67.8,3390.0
10110,S18_2248,2018-03-18,32,50.25,1608.0
10124,S18_2248,2018-05-21,42,53.88,2262.96
10149,S18_2248,2018-09-12,24,62.36,1496.64
10173,S18_2248,2018-11-05,26,57.51,1495.26
10182,S18_2248,2018-11-12,38,61.15,2323.7
10193,S18_2248,2018-11-21,42,59.33,2491.86
10204,S18_2248,2018-12-02,23,71.44,1643.12
10214,S18_2248,2019-01-26,21,62.96,1322.16
10227,S18_2248,2019-03-02,28,50.85,1423.8
10241,S18_2248,2019-04-13,33,72.65,2397.4500000000003
10280,S18_2248,2019-08-17,25,62.96,1574.0
10288,S18_2248,2019-09-01,28,61.75,1729.0
10303,S18_2248,2019-10-06,46,49.04,2255.84
10312,S18_2248,2019-10-21,30,61.15,1834.5
10332,S18_2248,2019-11-17,38,84.25,3201.5
10344,S18_2248,2019-11-25,40,56.91,2276.4
10367,S18_2248,2020-01-12,45,197.44,8884.8
10379,S18_2248,2020-02-10,27,49.3,1331.1
10407,S18_2248,2020-04-22,42,72.65,3051.3
10420,S18_2248,2020-05-29,36,63.57,2288.52
10104,S18_2319,2018-01-31,29,130.09,3772.61
10114,S18_2319,2018-04-01,39,106.78,4164.42
10127,S18_2319,2018-06-03,45,139.91,6295.95
10141,S18_2319,2018-08-01,47,133.78,6287.66
10151,S18_2319,2018-09-21,49,110.46,5412.54
10165,S18_2319,2018-10-22,46,130.09,5984.14
10175,S18_2319,2018-11-06,48,122.73,5891.04
10184,S18_2319,2018-11-14,46,130.09,5984.14
10195,S18_2319,2018-11-25,35,103.09,3608.15
10207,S18_2319,2018-12-09,43,133.78,5752.54
10229,S18_2319,2019-03-11,26,144.82,3765.32
10246,S18_2319,2019-05-05,22,98.18,2159.96
10259,S18_2319,2019-06-15,34,99.41,3379.94
10271,S18_2319,2019-07-20,50,101.87,5093.5
10281,S18_2319,2019-08-19,48,120.28,5773.4400000000005
10292,S18_2319,2019-09-08,41,110.46,4528.86
10305,S18_2319,2019-10-13,36,133.78,4816.08
10313,S18_2319,2019-10-22,29,117.82,3416.78
10324,S18_2319,2019-11-05,33,37.48,1236.84
10334,S18_2319,2019-11-19,46,126.41,5814.86
10349,S18_2319,2019-12-01,38,137.46,5223.4800000000005
10358,S18_2319,2019-12-10,20,36.42,728.4000000000001
10370,S18_2319,2020-01-20,22,179.5,3949.0
10383,S18_2319,2020-02-22,27,142.37,3843.99
10412,S18_2319,2020-05-03,56,98.18,5498.08
10425,S18_2319,2020-05-31,38,99.41,3777.58
10101,S18_2325,2018-01-09,25,151.28,3782.0
10110,S18_2325,2018-03-18,33,116.96,3859.68
10124,S18_2325,2018-05-21,42,105.52,4431.84
10149,S18_2325,2018-09-12,33,150.01,4950.33
10173,S18_2325,2018-11-05,31,144.93,4492.83
10182,S18_2325,2018-11-12,20,110.6,2212.0
10193,S18_2325,2018-11-21,44,105.52,4642.88
10204,S18_2325,2018-12-02,26,123.32,3206.32
10214,S18_2325,2019-01-26,27,133.49,3604.230000000001
10227,S18_2325,2019-03-02,46,152.56,7017.76
10243,S18_2325,2019-04-26,47,130.94,6154.18
10280,S18_2325,2019-08-17,37,128.4,4750.8
10288,S18_2325,2019-09-01,31,123.32,3822.92
10304,S18_2325,2019-10-11,24,101.7,2440.8
10312,S18_2325,2019-10-21,31,152.56,4729.36
10322,S18_2325,2019-11-04,50,250.73,12536.5
10332,S18_2325,2019-11-17,35,64.69,2264.15
10344,S18_2325,2019-11-25,30,130.94,3928.2
10356,S18_2325,2019-12-09,29,125.18,3630.22
10367,S18_2325,2020-01-12,27,155.41,4196.07
10380,S18_2325,2020-02-16,40,123.29,4931.6
10390,S18_2325,2020-03-04,31,98.99,3068.69
10409,S18_2325,2020-04-23,6,130.94,785.64
10420,S18_2325,2020-05-29,45,110.6,4977.0
10103,S18_2432,2018-01-29,22,54.09,1189.98
10114,S18_2432,2018-04-01,45,68.67,3090.15
10126,S18_2432,2018-05-28,43,65.02,2795.86
10140,S18_2432,2018-07-24,46,61.99,2851.54
10151,S18_2432,2018-09-21,39,69.28,2701.92
10165,S18_2432,2018-10-22,31,71.1,2204.1
10175,S18_2432,2018-11-06,41,69.28,2840.48
10184,S18_2432,2018-11-14,44,60.16,2647.04
10194,S18_2432,2018-11-25,45,70.49,3172.05
10207,S18_2432,2018-12-09,37,69.89,2585.93
10217,S18_2432,2019-02-04,35,61.38,2148.3
10229,S18_2432,2019-03-11,28,59.55,1667.4
10246,S18_2432,2019-05-05,30,61.99,1859.7
10259,S18_2432,2019-06-15,30,49.22,1476.6
10271,S18_2432,2019-07-20,25,69.28,1732.0
10281,S18_2432,2019-08-19,29,57.73,1674.1699999999998
10291,S18_2432,2019-09-08,26,57.73,1500.98
10305,S18_2432,2019-10-13,41,53.48,2192.68
10313,S18_2432,2019-10-22,34,52.87,1797.58
10322,S18_2432,2019-11-04,35,61.21,2142.35
10334,S18_2432,2019-11-19,34,61.38,2086.92
10347,S18_2432,2019-11-29,50,136.69,6834.5
10357,S18_2432,2019-12-10,41,61.99,2541.59
10370,S18_2432,2020-01-20,22,96.86,2130.92
10391,S18_2432,2020-03-09,44,38.5,1694.0
10412,S18_2432,2020-05-03,47,61.99,2913.53
10425,S18_2432,2020-05-31,19,49.22,935.18
10106,S18_2581,2018-02-17,34,90.39,3073.26
10120,S18_2581,2018-04-29,29,71.81,2082.49
10133,S18_2581,2018-06-27,49,69.27,3394.23
10145,S18_2581,2018-08-25,30,85.32,2559.6
10168,S18_2581,2018-10-28,21,70.96,1490.16
10210,S18_2581,2019-01-12,50,76.88,3844.0
10223,S18_2581,2019-02-20,47,100.53,4724.91
10235,S18_2581,2019-04-02,24,76.03,1824.72
10250,S18_2581,2019-05-11,27,98.84,2668.6800000000003
10263,S18_2581,2019-06-28,33,86.17,2843.61
10275,S18_2581,2019-07-23,35,90.39,3163.65
10284,S18_2581,2019-08-21,31,71.81,2226.11
10297,S18_2581,2019-09-16,25,82.79,2069.75
10308,S18_2581,2019-10-15,27,82.79,2235.3300000000004
10318,S18_2581,2019-11-02,31,100.53,3116.43
10327,S18_2581,2019-11-10,45,106.26,4781.7
10339,S18_2581,2019-11-23,27,104.1,2810.7
10353,S18_2581,2019-12-04,27,130.21,3515.67
10374,S18_2581,2020-02-02,42,69.27,2909.34
10386,S18_2581,2020-03-01,21,74.77,1570.1699999999998
10398,S18_2581,2020-03-30,34,76.88,2613.92
10401,S18_2581,2020-04-03,42,76.03,3193.26
10416,S18_2581,2020-05-10,15,98.84,1482.6
10107,S18_2625,2018-02-24,29,70.87,2055.23
10120,S18_2625,2018-04-29,46,58.15,2674.9
10134,S18_2625,2018-07-01,30,61.78,1853.4
10145,S18_2625,2018-08-25,30,49.67,1490.1
10168,S18_2625,2018-10-28,46,61.18,2814.28
10180,S18_2625,2018-11-11,25,64.2,1605.0
10188,S18_2625,2018-11-18,32,65.42,2093.44
10210,S18_2625,2019-01-12,40,49.67,1986.8
10223,S18_2625,2019-02-20,28,60.57,1695.96
10236,S18_2625,2019-04-03,23,55.72,1281.56
10251,S18_2625,2019-05-18,29,61.18,1774.22
10263,S18_2625,2019-06-28,34,58.75,1997.5
10275,S18_2625,2019-07-23,37,63.6,2353.2000000000003
10285,S18_2625,2019-08-27,20,49.06,981.2
10298,S18_2625,2019-09-27,32,48.46,1550.72
10308,S18_2625,2019-10-15,34,52.09,1771.0600000000002
10318,S18_2625,2019-11-02,42,52.7,2213.4
10329,S18_2625,2019-11-15,38,138.58,5266.040000000001
10339,S18_2625,2019-11-23,30,62.16,1864.8
10362,S18_2625,2020-01-05,23,49.67,1142.41
10374,S18_2625,2020-02-02,22,53.3,1172.6
10389,S18_2625,2020-03-03,39,179.0,6981.0
10402,S18_2625,2020-04-07,55,55.72,3064.6
10417,S18_2625,2020-05-13,36,61.18,2202.48
10101,S18_2795,2018-01-09,26,145.13,3773.38
10110,S18_2795,2018-03-18,31,163.69,5074.39
10125,S18_2795,2018-05-21,34,190.69,6483.46
10139,S18_2795,2018-07-16,41,194.06,7956.46
10149,S18_2795,2018-09-12,23,183.94,4230.62
10173,S18_2795,2018-11-05,22,156.94,3452.68
10182,S18_2795,2018-11-12,21,145.13,3047.73
10193,S18_2795,2018-11-21,22,167.06,3675.32
10205,S18_2795,2018-12-03,40,187.31,7492.4
10214,S18_2795,2019-01-26,50,190.69,9534.5
10227,S18_2795,2019-03-02,29,192.38,5579.02
10244,S18_2795,2019-04-29,43,138.38,5950.34
10255,S18_2795,2019-06-04,24,155.25,3726.0
10280,S18_2795,2019-08-17,22,202.5,4455.0
10289,S18_2795,2019-09-03,43,192.38,8272.34
10304,S18_2795,2019-10-11,20,178.88,3577.6
10312,S18_2795,2019-10-21,25,155.25,3881.25
10322,S18_2795,2019-11-04,36,161.04,5797.44
10332,S18_2795,2019-11-17,24,52.67,1264.08
10347,S18_2795,2019-11-29,21,229.3,4815.3
10356,S18_2795,2019-12-09,30,148.74,4462.200000000001
10367,S18_2795,2020-01-12,32,94.79,3033.28
10380,S18_2795,2020-02-16,21,47.18,990.78
10390,S18_2795,2020-03-04,26,78.11,2030.86
10421,S18_2795,2020-05-29,35,155.25,5433.75
10109,S18_2870,2018-03-10,26,121.44,3157.44
10123,S18_2870,2018-05-20,46,112.2,5161.2
10137,S18_2870,2018-07-10,37,117.48,4346.76
10148,S18_2870,2018-09-11,27,130.68,3528.36
10161,S18_2870,2018-10-17,23,138.6,3187.8
10172,S18_2870,2018-11-05,39,154.44,6023.16
10181,S18_2870,2018-11-12,27,143.88,3884.76
10192,S18_2870,2018-11-20,38,130.68,4965.84
10204,S18_2870,2018-12-02,27,154.44,4169.88
10212,S18_2870,2019-01-16,40,122.76,4910.400000000001
10226,S18_2870,2019-02-26,24,134.64,3231.36
10241,S18_2870,2019-04-13,44,155.76,6853.44
10253,S18_2870,2019-06-01,37,139.92,5177.04
10266,S18_2870,2019-07-06,20,141.24,2824.8
10278,S18_2870,2019-08-06,39,110.88,4324.32
10287,S18_2870,2019-08-30,44,114.84,5052.96
10301,S18_2870,2018-10-05,22,146.52,3223.44
10311,S18_2870,2019-10-16,43,122.76,5278.68
10321,S18_2870,2019-11-04,27,105.6,2851.2
10331,S18_2870,2019-11-17,26,64.9,1687.4
10343,S18_2870,2019-11-24,25,52.32,1308.0
10366,S18_2870,2020-01-10,49,125.4,6144.6
10379,S18_2870,2020-02-10,29,176.8,5127.200000000001
10407,S18_2870,2020-04-22,41,155.76,6386.16
10419,S18_2870,2020-05-17,55,139.92,7695.599999999999
10103,S18_2949,2018-01-29,27,83.07,2242.89
10112,S18_2949,2018-03-24,23,110.43,2539.8900000000003
10126,S18_2949,2018-05-28,31,90.17,2795.27
10139,S18_2949,2018-07-16,46,120.56,5545.76
10150,S18_2949,2018-09-19,47,91.18,4285.46
10163,S18_2949,2018-10-20,31,107.39,3329.09
10174,S18_2949,2018-11-06,46,121.57,5592.219999999999
10183,S18_2949,2018-11-13,37,89.15,3298.55
10193,S18_2949,2018-11-21,28,93.21,2609.88
10206,S18_2949,2018-12-05,37,90.17,3336.29
10215,S18_2949,2019-01-29,49,112.45,5510.05
10228,S18_2949,2019-03-10,24,104.35,2504.4
10244,S18_2949,2019-04-29,30,117.52,3525.6
10257,S18_2949,2019-06-14,50,88.14,4407.0
10270,S18_2949,2019-07-19,31,96.24,2983.44
10280,S18_2949,2019-08-17,46,111.44,5126.24
10291,S18_2949,2019-09-08,47,121.57,5713.79
10304,S18_2949,2019-10-11,46,100.3,4613.8
10312,S18_2949,2019-10-21,37,100.3,3711.1
10322,S18_2949,2019-11-04,33,106.81,3524.73
10347,S18_2949,2019-11-29,48,100.3,4814.4
10357,S18_2949,2019-12-10,41,87.13,3572.33
10369,S18_2949,2020-01-20,42,109.08,4581.36
10391,S18_2949,2020-03-09,32,45.25,1448.0
10423,S18_2949,2020-05-30,10,88.14,881.4
10103,S18_2957,2018-01-29,35,57.46,2011.1
10126,S18_2957,2018-05-28,46,73.7,3390.2000000000003
10139,S18_2957,2018-07-16,20,71.2,1424.0
10150,S18_2957,2018-09-19,30,49.97,1499.1
10163,S18_2957,2018-10-20,48,69.96,3358.08
10173,S18_2957,2018-11-05,28,53.72,1504.16
10183,S18_2957,2018-11-13,39,68.08,2655.12
10193,S18_2957,2018-11-21,24,51.84,1244.16
10206,S18_2957,2018-12-05,28,67.46,1888.88
10215,S18_2957,2019-01-29,31,58.71,1820.01
10228,S18_2957,2019-03-10,45,63.71,2866.95
10244,S18_2957,2019-04-29,24,58.09,1394.16
10257,S18_2957,2019-06-14,49,53.72,2632.28
10269,S18_2957,2019-07-16,32,63.08,2018.56
10280,S18_2957,2019-08-17,43,68.71,2954.53
10291,S18_2957,2019-09-08,37,50.59,1871.83
10304,S18_2957,2019-10-11,24,64.96,1559.04
10312,S18_2957,2019-10-21,35,53.72,1880.2
10322,S18_2957,2019-11-04,41,29.87,1224.67
10332,S18_2957,2019-11-17,26,114.58,2979.08
10347,S18_2957,2019-11-29,34,64.96,2208.64
10357,S18_2957,2019-12-10,49,70.58,3458.42
10369,S18_2957,2020-01-20,28,44.21,1237.88
10392,S18_2957,2020-03-10,37,59.96,2218.52
10423,S18_2957,2020-05-30,31,53.72,1665.32
10106,S18_3029,2018-02-17,41,83.44,3421.04
10119,S18_3029,2018-04-28,21,89.46,1878.66
10130,S18_3029,2018-06-16,40,96.34,3853.6
10143,S18_3029,2018-08-10,46,74.84,3442.6400000000003
10155,S18_3029,2018-10-06,44,79.14,3482.16
10167,S18_3029,2018-10-23,46,73.12,3363.5200000000004
10178,S18_3029,2018-11-08,41,81.72,3350.52
10186,S18_3029,2018-11-14,32,89.46,2862.72
10197,S18_3029,2018-11-26,46,87.74,4036.04
10222,S18_3029,2019-02-19,49,94.62,4636.38
10248,S18_3029,2019-05-07,21,73.98,1553.5800000000002
10262,S18_3029,2019-06-24,32,84.3,2697.6
10273,S18_3029,2019-07-21,34,98.06,3334.04
10283,S18_3029,2019-08-20,21,98.06,2059.26
10296,S18_3029,2019-09-15,21,96.34,2023.14
10307,S18_3029,2019-10-14,31,83.44,2586.64
10316,S18_3029,2019-11-01,21,94.62,1987.02
10327,S18_3029,2019-11-10,25,45.86,1146.5
10338,S18_3029,2019-11-22,28,82.58,2312.24
10350,S18_3029,2019-12-02,43,64.97,2793.71
10373,S18_3029,2020-01-31,22,86.74,1908.28
10386,S18_3029,2020-03-01,37,93.01,3441.3700000000003
10398,S18_3029,2020-03-30,28,72.26,2023.28
10400,S18_3029,2020-04-01,30,74.84,2245.2000000000003
10414,S18_3029,2020-05-06,44,73.98,3255.1200000000003
10103,S18_3136,2018-01-29,25,101.58,2539.5
10126,S18_3136,2018-05-28,30,97.39,2921.7
10139,S18_3136,2018-07-16,20,90.06,1801.2
10150,S18_3136,2018-09-19,26,107.86,2804.36
10163,S18_3136,2018-10-20,40,122.52,4900.8
10173,S18_3136,2018-11-05,31,89.01,2759.31
10183,S18_3136,2018-11-13,22,113.1,2488.2
10193,S18_3136,2018-11-21,23,120.43,2769.8900000000003
10206,S18_3136,2018-12-05,30,119.38,3581.4
10215,S18_3136,2019-01-29,49,107.86,5285.14
10228,S18_3136,2019-03-10,31,102.63,3181.53
10244,S18_3136,2019-04-29,29,115.19,3340.51
10257,S18_3136,2019-06-14,37,84.82,3138.34
10270,S18_3136,2019-07-19,38,125.66,4775.08
10280,S18_3136,2019-08-17,29,103.67,3006.43
10291,S18_3136,2019-09-08,23,124.62,2866.26
10304,S18_3136,2019-10-11,26,85.87,2232.62
10312,S18_3136,2019-10-21,38,117.29,4457.02
10322,S18_3136,2019-11-04,48,47.04,2257.92
10332,S18_3136,2019-11-17,40,39.8,1592.0
10347,S18_3136,2019-11-29,45,109.96,4948.2
10357,S18_3136,2019-12-10,44,117.29,5160.76
10369,S18_3136,2020-01-20,21,94.22,1978.62
10392,S18_3136,2020-03-10,29,86.92,2520.68
10423,S18_3136,2020-05-30,21,84.82,1781.2199999999998
10105,S18_3140,2018-02-11,22,139.32,3065.04
10117,S18_3140,2018-04-16,26,136.59,3551.34
10128,S18_3140,2018-06-06,41,135.22,5544.02
10142,S18_3140,2018-08-08,47,128.39,6034.329999999999
10153,S18_3140,2018-09-28,31,117.47,3641.57
10166,S18_3140,2018-10-21,43,161.18,6930.740000000001
10177,S18_3140,2018-11-07,23,159.81,3675.63
10185,S18_3140,2018-11-14,28,122.93,3442.04
10196,S18_3140,2018-11-26,49,140.69,6893.81
10208,S18_3140,2019-01-02,24,109.27,2622.48
10221,S18_3140,2019-02-18,33,133.86,4417.38
10232,S18_3140,2019-03-20,22,163.91,3606.02
10248,S18_3140,2019-05-07,32,118.83,3802.56
10273,S18_3140,2019-07-21,40,125.66,5026.4
10282,S18_3140,2019-08-20,43,155.71,6695.530000000001
10293,S18_3140,2019-09-09,24,117.47,2819.28
10306,S18_3140,2019-10-14,32,117.47,3759.04
10314,S18_3140,2019-10-22,20,136.59,2731.8
10325,S18_3140,2019-11-05,24,69.12,1658.88
10336,S18_3140,2019-11-20,48,120.38,5778.24
10350,S18_3140,2019-12-02,44,117.98,5191.12
10372,S18_3140,2020-01-26,28,137.96,3862.88
10383,S18_3140,2020-02-22,24,61.52,1476.48
10396,S18_3140,2020-03-23,33,159.81,5273.7300000000005
10414,S18_3140,2020-05-06,41,118.83,4872.03
10104,S18_3232,2018-01-31,23,198.13,4556.99
10109,S18_3232,2018-03-10,46,179.5,8257.0
10114,S18_3232,2018-04-01,48,171.03,8209.44
10122,S18_3232,2018-05-08,25,143.94,3598.5
10127,S18_3232,2018-06-03,22,174.42,3837.24
10136,S18_3232,2018-07-04,41,203.21,8331.61
10141,S18_3232,2018-08-01,34,142.25,4836.5
10148,S18_3232,2018-09-11,32,169.34,5418.88
10151,S18_3232,2018-09-21,21,177.81,3734.01
10165,S18_3232,2018-10-22,47,186.27,8754.69
10171,S18_3232,2018-11-05,39,140.55,5481.450000000001
10175,S18_3232,2018-11-06,29,152.41,4419.89
10181,S18_3232,2018-11-12,45,140.55,6324.750000000001
10184,S18_3232,2018-11-14,28,157.49,4409.72
10192,S18_3232,2018-11-20,26,150.71,3918.46
10195,S18_3232,2018-11-25,50,152.41,7620.5
10203,S18_3232,2018-12-02,48,172.73,8291.039999999999
10207,S18_3232,2018-12-09,25,157.49,3937.25
10212,S18_3232,2019-01-16,40,138.86,5554.400000000001
10225,S18_3232,2019-02-22,43,149.02,6407.860000000001
10229,S18_3232,2019-03-11,22,189.66,4172.52
10239,S18_3232,2019-04-12,47,150.71,7083.370000000001
10246,S18_3232,2019-05-05,36,198.13,7132.68
10253,S18_3232,2019-06-01,40,169.34,6773.6
10259,S18_3232,2019-06-15,27,135.47,3657.69
10266,S18_3232,2019-07-06,29,165.95,4812.549999999999
10271,S18_3232,2019-07-20,20,196.43,3928.6
10278,S18_3232,2019-08-06,42,152.41,6401.22
10281,S18_3232,2019-08-19,25,167.65,4191.25
10287,S18_3232,2019-08-30,36,162.57,5852.52
10292,S18_3232,2019-09-08,21,135.47,2844.87
10301,S18_3232,2018-10-05,23,174.42,4011.66
10305,S18_3232,2019-10-13,37,201.51,7455.87
10310,S18_3232,2019-10-16,48,186.27,8940.960000000001
10313,S18_3232,2019-10-22,25,182.89,4572.25
10321,S18_3232,2019-11-04,33,172.73,5700.089999999999
10324,S18_3232,2019-11-05,27,116.87,3155.49
10331,S18_3232,2019-11-17,27,154.47,4170.69
10334,S18_3232,2019-11-19,20,143.94,2878.8
10342,S18_3232,2019-11-24,30,167.65,5029.5
